real,imag
0.002185357036163829,-0.00010103866013829242
0.0022376398118421634,-0.000102175821014815
0.0022487698467799798,-0.00016927261132073946
0.002288706238257241,-0.00019345080620781076
0.0022718099600412493,-0.000173211329238897
0.002254514557351188,-0.00015249564742260714
0.002236808976595525,-0.00013128675415972896
0.002248599833515874,-0.00015617051227305266
0.0022887094603557248,-0.00018165961322877982
0.0023156226390303567,-0.00018180897006066834
0.0023420489277545973,-0.00018408006121496556
0.002340049903398813,-0.00018640945206310923
0.002337999631304708,-0.00018879855178013794
0.0023358951459892543,-0.00019125131696661745
0.0023488579334656444,-0.00016608708338561974
0.0023621653029248396,-0.00014025178380171015
0.0023758328799741058,-0.00011371909499378772
0.002374131836006458,-0.0001152769852626308
0.002372383537423246,-0.00011687815292180639
0.002370587697136852,-0.0001185254699207733
0.0023687394200008274,-0.00012021773975281194
0.0023668376321410783,-0.00012196115319324129
0.002364879253874174,-0.00012375483145389527
0.002362862413494726,-0.00012560205622531406
0.002360784453064102,-0.00012750526182329832
0.002358641191829565,-0.0001294670321405251
0.0023564323093437666,-0.00013149011243233723
0.002354153298874841,-0.00013357742272971518
0.002351801513963858,-0.00013573070273973107
0.002349371868747243,-0.00013795595571786985
0.0023468612299750785,-0.00014025538936574894
0.0023442654787320947,-0.00014263277558944557
0.0023415810668534157,-0.00014509371019945513
0.002338801604321783,-0.00014763943712461222
0.002335922868989507,-0.00015027609119567674
0.0023329394449906494,-0.0001530086321735966
0.002329845516175228,-0.00015584238782279165
0.002326634827075542,-0.00015878308757454266
0.002323300640926016,-0.000161836902213772
0.002319835692818909,-0.00016501048575151585
0.0023162321361012744,-0.0001683110256196538
0.0023124814846539506,-0.00017174629473018103
0.0023085745437297265,-0.0001753247153965384
0.002304501336464608,-0.0001790554252425541
0.0023002510189238743,-0.00018294835748825644
0.0022958117825540207,-0.0001870143283055396
0.002291170745423141,-0.0001912651368427758
0.002286313827619715,-0.00019571368006899577
0.00228122560718154,-0.00020037408386477042
0.0022758925767014312,-0.00020526185249043703
0.002270285861762295,-0.00021039403986098138
0.002264398967127301,-0.00021578945047462782
0.00225819445051178,-0.00022146886717804595
0.002251656235219137,-0.00022745178890483543
0.0022447594094912515,-0.00023377440123780995
0.0022374635054730977,-0.00024045067656454431
0.002229743601315087,-0.00024752785824453066
0.002221553082742821,-0.0002550298389203297
0.0022128505970319848,-0.0002630007669934786
0.002203589581963699,-0.0002714915032683358
0.0021937081025517175,-0.00028054291679777176
0.002183141369074678,-0.0002902129368440137
0.0021718347526719743,-0.00030058572092198554
0.002159671018652815,-0.0003117069969287598
0.0021465927918730985,-0.00032370492020766757
0.0022243854346154857,-0.0003366557057131813
0.002212899499894009,-0.0003506859480371533
0.0023003488885802955,-0.0003659364764736721
0.002186788093323109,-0.0003825637412112596
0.0021718699601120358,-0.00040078489954437064
0.002040527485604591,-0.0004208164883841596
0.002137320919688228,-0.0004429546428528639
0.0021171757430245358,-0.0004675838716542976
0.0022298562628550334,-0.0004950950319171418
0.0020693221678250865,-0.0005260648018266189
0.002117219349361025,-0.00042090096467180276
0.0020077959712037413,-0.0003007399695685195
0.002058327813444538,-0.00016207024529732813
0.002021529478774694,-0.00017556204956149668
0.001978042061553764,-0.00019150412297133033
0.0019258593399633286,-0.00021063062702115386
0.002117506764812932,-0.00023393663503306684
0.0022133805944960245,-1.6424714185083592e-7
0.0025008930922555727,1.5322902123646444e-10
0.0025010419676625216,2.4332084518143983e-10
0.0025012504526029885,3.1527596845829205e-10
0.002501563252138875,4.1034029243184917e-10
0.0025020848032757097,4.856802268434885e-10
0.0025031289042213383,-4.434792910618515e-12
0.0025062656087972727,-3.543725583451805e-11
0.0022829831542958636,-0.00025712213472887664
0.0023063689474890144,-0.0002600112156564972
0.0022900569826851715,-0.00024098742095166943
0.002273369286062553,-0.00022152629925677425
0.002256293501260333,-0.00020161259507219946
0.0022263856566491396,-0.00020398525544251594
0.002264172309083496,-0.00018137064640594934
0.002261331357605072,-0.00018355663750439333
0.0022724366896592746,-0.00016014064294627578
0.0022838166841392805,-0.00013614567697375072
0.00226674916940114,-0.00011155088574339053
0.0022637970066398025,-0.00011296218579800663
0.0022607677024047996,-0.00011440885920591378
0.0022576617035454626,-0.00011589469849054798
0.0023010567348242294,-8.750861289769862e-5
0.002330286260078531,-8.64154597456189e-5
0.002360306267632846,-8.529190479376241e-5
0.0023583925819744304,-8.646039377696955e-5
0.0023564251375837917,-8.76604109982506e-5
0.002354402298728914,-8.889621052272557e-5
0.0023523228182453465,-9.016520520366525e-5
0.002350183125896571,-9.147307472035373e-5
0.002347981089206806,-9.281839879112824e-5
0.002345712075025929,-9.420388594076421e-5
0.002343374300350198,-9.563136166840302e-5
0.002340963231839579,-9.710276431564129e-5
0.002338478174409021,-9.862015304120262e-5
0.002335914222841068,-0.00010018571783735223
0.0023332683069391346,-0.00010180042209166622
0.0023305348885554146,-0.00010346944110084734
0.0023277103521277148,-0.00010519409943260275
0.002324790065026449,-0.00010697722660200137
0.0023217699276999815,-0.00010882341041043022
0.0023186429626415638,-0.00011073281632704747
0.0023154043153812702,-0.0001127104235037243
0.002312047894663967,-0.00011475995216500326
0.0023085671569084885,-0.00011688539888425511
0.0023049550649566993,-0.0001190910610703101
0.0023012040406062933,-0.00012138156737084454
0.0022973059105838066,-0.000123761909095884
0.0022932518488313317,-0.0001262374772715051
0.002289032307496181,-0.0001288141028929827
0.0022846369437329846,-0.0001314981027222547
0.002280054534582062,-0.00013429633162327097
0.0022752728805633163,-0.0001372162401646879
0.002270278698033102,-0.0001402659417731427
0.0022650574954881275,-0.00014345428705118832
0.0022595934340166875,-0.00014679095027965756
0.002253869165083502,-0.00015028652726872094
0.00224786564858805,-0.00015395264862565889
0.0022415619394682514,-0.0001578021060306411
0.002234934944779314,-0.00016184900566531998
0.002227959140743762,-0.0001661089369192987
0.002220606243582423,-0.00017059917669792578
0.002212844826775793,-0.00017533892017211508
0.002204639872440122,-0.00018034955801139973
