real,imag
-0.00031593111402786976,0.00015517612234493394
-0.0003199416701156884,0.00014775682344117088
-0.0003453077172729202,0.0001833914280216607
-0.00036134566029260705,0.00017625929159907709
-0.00036363417589090166,6.978368189868627e-5
-0.00037012308768175073,-1.36974952647961e-7
-0.00042683016758723175,-7.669255414875546e-5
-0.0004356408449051706,-3.116601155108292e-5
-0.0004810731089432786,0.00011419185767542683
-0.0005046118015711384,0.0002846555921583615
-0.0005170844425666026,0.00031769806899350784
-0.000596828306635385,0.00032285934270419477
-0.0006382035090686673,0.0002892031619741671
-0.000663167440228052,0.00024214535990121
-0.0006596932590553076,0.00014865894265438307
-0.0006442221031859521,-6.10718010964127e-6
-0.0006459488524865815,-4.948789112695144e-5
-0.0007229586651366017,-1.8000245556841675e-6
-0.000817604517065717,7.452736983390464e-5
-0.0008658255372941102,0.0002052591577890454
-0.0008191385944810399,0.0002007820228346018
-0.000754981770818035,0.00014450347756767132
-0.0007625711834828531,6.897113965019352e-5
-0.0008005438189045224,5.644916188163546e-5
-0.0008696226244072871,4.1313746834799924e-5
-0.000975997601735523,5.037350884008568e-6
-0.0009907255358297712,-0.00012148187051559934
-0.0009791388499010387,-0.00019927677478307677
-0.0010312701086877506,-0.00019392259254271814
-0.0009597361584291175,-0.00010426380149139189
-0.0008830933524345205,-6.97228642719795e-5
-0.0008194728684827671,-2.894758555529709e-5
-0.0007724376428219087,-6.314435310251273e-5
-0.0007139163571772097,6.505772972720988e-7
-0.000619387651262961,0.00010050810019811454
-0.0005987717917678273,0.0001208895196668546
-0.0007119767520764123,0.0001865556011539811
-0.0008164313764885354,0.00015552128473735098
-0.0008439203172315026,0.00012487755413761637
-0.0008991323454974609,7.913754658365213e-5
-0.0008562377027651159,5.9147603087423284e-5
-0.0009013159338716427,-1.2409570255252334e-5
-0.0009075859162068538,2.7217597023637908e-5
-0.0009230127883614976,5.2813415844696064e-5
-0.0010269552452581354,9.01032827254297e-5
-0.0011198931025853346,0.0001514727121331414
-0.0011305873807083975,8.862386383280723e-5
-0.0011684221758321497,-3.172145789108609e-5
-0.0011862310889998481,-0.00022438162934837808
-0.0012989172610784732,-0.0004566214123505526
-0.0014222645398814149,-0.0005820850357331496
-0.001569536331985015,-0.0005778256206816573
-0.0016665413577487665,-0.000526228811605009
-0.0016701556244223769,-0.00046279881073441254
-0.0015992151991360063,-0.0004571237739243627
-0.0015068060071680347,-0.000498119326740046
-0.001501159228974569,-0.0004891403918354574
-0.0014388703560877705,-0.0005329228352211425
-0.0014924146928443672,-0.0005522415349808366
-0.001485766889591527,-0.00047727660536577867
-0.0014632260385264006,-0.0005496108186233484
-0.0015461513794190445,-0.000608491797200905
-0.0017248925300504055,-0.0004560395127889964
-0.0017534095886759735,-0.0004037339056493899
-0.0018491722278843742,-0.00029865207994464433
-0.0018342688734323317,-0.00019692709832060676
-0.0018605598821954013,4.162817757059832e-5
-0.001803490560181669,0.00032387427183669403
-0.0016889272944740478,0.0005010120118844307
-0.0015311950503537352,0.0005046372682545929
-0.001581258613189258,0.0004998772427052872
-0.0017536922347257393,0.0006114343890744315
-0.001753686377745662,0.0008128111958729615
-0.001703088476630439,0.0009410753893818151
-0.0016568206346795615,0.0011454237524059674
-0.0016455419826038073,0.0012133231334535482
-0.0015592257069728653,0.001327552711812578
-0.0013561679402332102,0.001282630488488307
-0.0012751648237297108,0.0013406800391349166
-0.0010876595110588486,0.0012393763165850977
-0.0010484555464543388,0.000879458877553149
-0.0012863182061358977,0.0007936312224489188
-0.0014404813981659654,0.0005938393909651177
-0.0017357528729397254,0.0007370266753873124
-0.0017286392771261392,0.00104156759821607
-0.0016458849729940567,0.0013537706553292
